26,bbc-3.xml,761de7078d56a488e886a4efb4febc7467542f04bb0e969f28701947,,,,,,,,,,,,,,,,,,
what,Fatal attack on German consulate,,1,1,0,,,,,,,,,,,,,,,
,rams a truck into the German consulate,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Mazar-e-Sharif,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,suicide bomber,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,retaliation for air strikes last week in Kunduz province,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,rams a truck,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
27,express-1.xml,4b279c9487149d19adddf07664cfcf8e0b498bd277c225a57d6ca5f3,,,,,,,,,,,,,,,,,,
what,Explosion and gunfire outside German consulate,,1,1,0,,,,,,,,,,,,,,,
,killed two people,,0,1,1,,,,,,,,,,,,,,,
,blast was followed by gunfire,,1,1,0,,,,,,,,,,,,,,,
when,around 11:30pm local time,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Mazar-i-Sharif,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,two people,,1,0,0,,,,,,,,,,,,,,,
,AN EXPLOSION,,0,0,1,,,,,,,,,,,,,,,
,NULL,,0,1,0,,,,,,,,,,,,,,,
why,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,laden with explosives,,0,1,1,,,,,,,,,,,,,,,
,blast was followed by gunfire,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
28,independent-1.xml,d5239a8dab109c7648233e698bf1cb199c27a8fc7ef87c7dd8d1f379,,,,,,,,,,,,,,,,,,
what,German consulate in Afghanistan bombed,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Mazar-i-Sharif,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Taliban,,1,0,1,,,,,,,,,,,,,,,
,two people,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,revenge,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,rammed into the high outer wall,,1,1,0,,,,,,,,,,,,,,,
,with explosives,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
29,telegraph-1.xml,51bd183bdd5c2ea99cdc5f0dfe49feb816b0185371c8f30842549c33,,,,,,,,,,,,,,,,,,
what,attacks German consulate,,0,1,1,,,,,,,,,,,,,,,
,truck bombing,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,late Thursday,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,northern Afghan city of Mazar-i-Sharif,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Taliban,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,revenge attack,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,rammed his explosives-laden,,0,1,1,,,,,,,,,,,,,,,
,rammed,,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
30,thesun-1.xml,fde1ee4d648e7f616fc4d3d355edd3965231ae90a7067d72cf7b8563,,,,,,,,,,,,,,,,,,
what,rams truck into German consulate,,1,1,1,,,,,,,,,,,,,,,
,killing two,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,11pm local time on Thursday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Mazar-e-Sharif,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Taliban bomber,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,response to coalition air strikes,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,suicide bomber,,1,0,1,,,,,,,,,,,,,,,
,rams truck,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
31,bbc-1.xml,1e471fa6844bce9e88878ce164699ab88ec3dc38f166a251f071b408,,,,,,,,,,,,,,,,,,
what,are trying to reach a five-year-old boy,,1,1,1,,,,,,,,,,,,,,,
,fell down the 40m,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday morning,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,"Baoding, Hebei province",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Dozens of rescuers,,1,1,1,,,,,,,,,,,,,,,
,five-year-old boy,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,trapped deep down an abandoned well,,0,0,1,,,,,,,,,,,,,,,
,no warning signs,,1,0,0,,,,,,,,,,,,,,,
,NULL,,0,1,0,,,,,,,,,,,,,,,
how,trapped deep down,,0,1,1,,,,,,,,,,,,,,,
,trying to reach a five-year-old boy trapped,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
32,dailymail-1.xml,7b1f91bcb6dc19b7db1e86930b69f5e65ff5984db394440468f7fca4,,,,,,,,,,,,,,,,,,
what,fell into a well,,1,1,1,,,,,,,,,,,,,,,
,trying to save,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,11am local time on Sunday,,1,1,0,,,,,,,,,,,,,,,
,November 6,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Zhongmengchang Village of Lixian County in Baoding,,1,0,1,,,,,,,,,,,,,,,
,rural village of Hebei Province,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Five-year-old Zhao Zicong,,1,1,1,,,,,,,,,,,,,,,
,team of rescuers,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,to save the child,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,fell into the 12-inch-wide well,,1,0,0,,,,,,,,,,,,,,,
,accident,,0,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
33,bbc-10.xml,ccd46d77934967b765179aa6ff7f8e19a97c65382b0b4b81aac7f372,,,,,,,,,,,,,,,,,,
what,is arrested,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,shortly after 06:00 GMT,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,London,,1,0,1,,,,,,,,,,,,,,,
,Croydon,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,tram driver,,1,1,1,,,,,,,,,,,,,,,
,Seven dead,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,suspicion of manslaughter,,1,1,0,,,,,,,,,,,,,,,
,significantly higher speed than is permitted,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,tram overturned,,1,0,1,,,,,,,,,,,,,,,
,derails,,0,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
34,dailymail-15.xml,2f066d10237b0b78e684f593c83797e313ba4364ec984395373c9a9c,,,,,,,,,,,,,,,,,,
what,tram derails,,1,1,0,,,,,,,,,,,,,,,
,Seven killed as tram derails,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,6.10am on Wednesday,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,underpass near the Sandilands stop in Croydon,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,At least seven people,,1,0,1,,,,,,,,,,,,,,,
,the driver,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,'speeding' round sharp bend,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,derails after 'speeding',,0,1,1,,,,,,,,,,,,,,,
,tram derails,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
35,express-8.xml,a2bbab834c24ce38bb74b0b5fe0cb49dcacbeb7d16fc0106710f3002,,,,,,,,,,,,,,,,,,
what,derailment,,1,1,1,,,,,,,,,,,,,,,
,tram crash,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday morning,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,near the Sandilands stop on Addiscombe Road,,1,1,1,,,,,,,,,,,,,,,
,Croydon,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,seven dead,,1,0,0,,,,,,,,,,,,,,,
,Martin Bamford,,0,0,1,,,,,,,,,,,,,,,
,NULL,,0,1,0,,,,,,,,,,,,,,,
why,derailment,,1,0,0,,,,,,,,,,,,,,,
,was travelling on the tram when it flipped and derailed,,0,0,1,,,,,,,,,,,,,,,
,NULL,,0,1,0,,,,,,,,,,,,,,,
how,flipped and derailed,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
36,independent-9.xml,f5f5577d9812350a1cf2cce1b35bc24ddef59e2d095ad51a90cc68b9,,,,,,,,,,,,,,,,,,
what,tram crash,,1,1,0,,,,,,,,,,,,,,,
,are dead,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,about 6.10am or 6.15am,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,"Croydon, south London",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,five people,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,tram overturned,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,overturns,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
37,mirror-9.xml,5412eb378e787c5dc71ca7cc4c7f98a6185694219debc30724b2bf41,,,,,,,,,,,,,,,,,,
what,tram crash,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,6.13am today,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,"Croydon, South London",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,At least seven passengers,,1,1,1,,,,,,,,,,,,,,,
,male driver,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,going \u201ctoo fast round the bend\u201d,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,speeding,,0,1,1,,,,,,,,,,,,,,,
,vehicle tipped over at a bend,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
38,nypost-7.xml,dc32a2c6d5ca11c5e6b73e43e3a5d327b28b4ee1ef2ac9cda7c0635f,,,,,,,,,,,,,,,,,,
what,Several dead and dozens injured after tram overturns,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday morning,,1,1,1,,,,,,,,,,,,,,,
,at about 6.15 a.m.,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Sandilands commuter train stop in Croydon,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,At least seven people,,1,0,1,,,,,,,,,,,,,,,
,driver,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,derailed and overturned,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
39,standard-6.xml,071e141c216547f83e2b50a63a728163fa9527e337032e9eb84882d6,,,,,,,,,,,,,,,,,,
what,tram derailment: Several dead and dozens injured,,1,1,1,,,,,,,,,,,,,,,
,Five people were left trapped inside,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,at around 6am,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,1,1,,,,,,,,,,,,,,,
,in a tunnel near Sandlilands tram station,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Several people,,1,0,1,,,,,,,,,,,,,,,
,dozens injured,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,NULL,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
40,telegraph-9.xml,56637e2204cf4ec89768a742dfa3af05ba27ea8a0864bed8d8a5f3cd,,,,,,,,,,,,,,,,,,
what,set to check driver's mobile phone records,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Police,,1,1,1,,,,,,,,,,,,,,,
,tram driver,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,significantly higher speed than is permitted,,1,0,0,,,,,,,,,,,,,,,
,deaths of six men and a woman in a horror crash,,0,1,0,,,,,,,,,,,,,,,
,one of many lines of inquiry,,0,0,1,,,,,,,,,,,,,,,
how,higher speed than is permitted,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
41,theguardian-8.xml,4032070b93a333c347d1e7e94be4aacc098b1f7f18494d6a6fd3f57c,,,,,,,,,,,,,,,,,,
what,arrested,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday morning,,1,1,1,,,,,,,,,,,,,,,
,at about 6.10am,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,1,0,,,,,,,,,,,,,,,
,south London,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,tram driver,,1,1,1,,,,,,,,,,,,,,,
,At least seven people,,1,0,1,,,,,,,,,,,,,,,
,more than 50,,1,0,1,,,,,,,,,,,,,,,
why,believed to have been going too fast,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,been going too fast,,1,1,1,,,,,,,,,,,,,,,
,derailed,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
42,dailymail-16.xml,1db7a2c99edd11f2d9ad0359061eb55a3a78bb92f7af3768c31d8722,,,,,,,,,,,,,,,,,,
what,name final three victims,,0,1,1,,,,,,,,,,,,,,,
,died,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,"Donald Collett, Philip Logan and Robert Huxley",,1,1,0,,,,,,,,,,,,,,,
,Police,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,above the permitted speed,,1,0,0,,,,,,,,,,,,,,,
,tram crash that killed seven,,0,1,0,,,,,,,,,,,,,,,
,tram overturned,,0,0,1,,,,,,,,,,,,,,,
how,high speed,,0,1,1,,,,,,,,,,,,,,,
,crash,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
43,independent-10.xml,e38562d1610245f71913a283779c24d3ce55007e9022bc5240459e2c,,,,,,,,,,,,,,,,,,
what,tram overturned,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,6:10am on Wednesday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,"Donald Collett, 62, of Croydon, Philip Logan, 52, and Robert Huxley, 63, both of New Addington",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,entered a bend at high speed,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,tram overturned,,1,1,0,,,,,,,,,,,,,,,
,have been named,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
44,standard-7.xml,360dc38b43abfdd2ed72352b6fd7424f361cdde7ad48e2c044b32166,,,,,,,,,,,,,,,,,,
what,identify three remaining victims,,1,1,1,,,,,,,,,,,,,,,
,tram crash,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Saturday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,British Transport Police,,1,1,1,,,,,,,,,,,,,,,
,"Donald Collett, 62, from Croydon, Philip Logan, 52, from New Addington and Robert Huxley, 63",,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,identify,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
45,thesun-10.xml,08ebc52cada9093774e3ba71312def80ca3621c959d67877a6e3b228,,,,,,,,,,,,,,,,,,
what,tram crash,,0,1,1,,,,,,,,,,,,,,,
,Final three Croydon tram crash victims named,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Croydon,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,"Donald Collett, 62, from Croydon, and Philip Logan, 52, and 63-year-old Robert Huxley",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,travelling at \u201csignificantly higher speeds\u201d,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
46,dailymail-9.xml,a41cc43a57a1e54aec1e2cf4baf4b2a36ca187b92db0a457266f7ac9,,,,,,,,,,,,,,,,,,
what,Brazilian Grand Prix thrown into chaos,,1,1,0,,,,,,,,,,,,,,,
,Kimi Raikkonen crashed,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,on lap 20,,1,0,0,,,,,,,,,,,,,,,
,Brazilian Grand Prix,,0,1,0,,,,,,,,,,,,,,,
,NULL,,0,0,1,,,,,,,,,,,,,,,
where,Interlagos,,0,1,1,,,,,,,,,,,,,,,
,Brazilian Grand Prix,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Kimi Raikkonen,,1,1,1,,,,,,,,,,,,,,,
,Sebastian Vettel,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,treacherous conditions,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,lost control,,1,0,1,,,,,,,,,,,,,,,
,crashed,,0,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
47,dailymail-10.xml,562356984ebbe5862811c2e39e19f73b2ba58cfca66ba19475c40a56,,,,,,,,,,,,,,,,,,
what,makes an emotional farewell,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,lap 48,,1,0,0,,,,,,,,,,,,,,,
,Brazilian Grand Prix at Interlagos,,0,1,0,,,,,,,,,,,,,,,
,NULL,,0,0,1,,,,,,,,,,,,,,,
where,Interlagos,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Felipe Massa,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,retire,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,bid farewell to Brazilian Grand Prix,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
48,standard-4.xml,816cef9a1d23400bd11375b2d4116e4bed837457b38eb98ac8b9b056,,,,,,,,,,,,,,,,,,
what,red-flagged,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Brazil,,1,0,0,,,,,,,,,,,,,,,
,Brazilian Grand Prix,,0,1,0,,,,,,,,,,,,,,,
,NULL,,0,0,1,,,,,,,,,,,,,,,
who,Kimi Raikkonen,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,dramatic Kimi Raikkonen Ferrari crash,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,crashed,,1,1,0,,,,,,,,,,,,,,,
,spuned,,0,1,0,,,,,,,,,,,,,,,
,,,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
49,thesun-7.xml,1667b720a919a4cd7904557320d4f7572f2c55bdfb26cd0bf7946a5a,,,,,,,,,,,,,,,,,,
what,very emotional farewell after crashing,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,end of the season,,1,0,0,,,,,,,,,,,,,,,
,race in Brazil,,0,1,0,,,,,,,,,,,,,,,
,NULL,,0,0,1,,,,,,,,,,,,,,,
where,Interlagos,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,FELIPE MASSA,,1,1,1,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
why,last home race in Brazil,,1,1,1,,,,,,,,,,,,,,,
,awful conditions,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
50,dailymail-11.xml,101ee22f1f9e984c1bd2bd64ad44db8452b0669178f1683eafa338c7,,,,,,,,,,,,,,,,,,
what,amazes Red Bull principal Christian Horner,,1,1,1,,,,,,,,,,,,,,,
,has described Max Verstappen's performance,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Brazil,,1,0,0,,,,,,,,,,,,,,,
,Brazilian Grand Prix,,0,1,0,,,,,,,,,,,,,,,
,Interlagos,,0,0,1,,,,,,,,,,,,,,,
