position,frequency,adjectives_adverbs,,score
0.9,0.3,0.2,0.1,0.8859289745057829
1.0,0.3,0.5,0.9,0.6626719535202259
0.2,0.6,0.0,0.3,0.21981938024877257
0.5,0.5,0.3,0.9,0.47673200319755527
0.1,0.0,0.5,0.6,0.5474296386962684
0.1,0.4,0.2,0.8,0.07401907496608014
0.4,1.0,0.4,0.5,0.39948028993517876
1.0,0.3,0.6,0.2,0.9726201239979918
0.9,0.3,0.2,0.7,0.6645262690222404
0.0,0.2,0.9,0.0,0.4478554527453204
0.8,0.4,0.8,0.3,0.6742236175517204
1.0,0.3,0.6,0.8,0.6737032246529675
0.0,0.4,0.3,0.5,0.4119900209488872
0.1,0.4,0.9,0.1,0.09457980386211616
0.2,0.4,0.7,0.3,0.5284301649375063
0.3,0.2,0.9,0.7,0.6534995538347715
0.3,0.5,0.3,0.6,0.37516525550002766
0.2,0.7,0.8,0.4,0.41648086901343345
1.0,0.3,0.8,0.0,0.9726201239979918
0.5,0.5,0.4,1.0,0.35302382629950796
0.2,0.3,0.3,0.8,0.23196010767810138
1.0,0.3,0.8,0.4,0.9726201239979918
0.2,0.7,0.8,0.6,0.3091317133294603
0.1,0.5,1.0,0.1,0.17339653235988614
0.5,0.5,0.5,0.4,0.4503303431290628
0.2,0.3,0.3,1.0,0.19074511429980534
0.8,0.5,0.0,0.2,0.5383184453848452
0.4,0.0,0.7,0.8,0.45588368621924
0.3,0.5,0.4,0.1,0.6262262935573921
0.4,1.0,0.6,0.9,0.37139441893851705
0.3,0.6,0.8,0.6,0.5644181990799463
0.7,0.2,0.3,0.3,0.6472303304333831
1.0,0.3,1.0,0.2,0.9726201239979918
0.2,0.4,0.8,0.1,0.5284301649375063
0.1,0.1,0.6,0.2,0.9145131969682626
0.3,0.2,1.0,0.7,0.6534995538347715
1.0,0.3,1.0,0.6,0.9726201239979918
0.0,0.6,0.9,0.9,0.3873410552585851
0.2,0.3,0.4,0.3,0.32760669847201535
1.0,0.3,1.0,0.8,0.9149934015452428
0.7,0.2,0.3,0.9,0.34584653134176074
0.3,0.2,1.0,0.9,0.45751082813354327
0.1,0.6,1.0,0.4,0.23968128103771363
1.0,0.4,0.0,0.3,0.6912681078107271
1.0,0.4,0.0,0.7,0.6681200754848355
0.8,0.5,0.2,0.0,0.6023516205403815
0.2,0.3,0.4,0.5,0.25489525669964497
0.2,0.4,0.8,0.9,0.2979440227707768
0.1,0.6,0.2,0.2,0.1488672753257097
0.5,0.5,0.7,0.4,0.6398120775458827
0.3,0.3,0.0,0.4,0.3113593721579663
1.0,0.4,0.1,1.0,0.6561182913456473
0.4,0.0,0.9,0.6,0.6156512378413724
0.0,0.5,0.1,0.7,0.37459150556024146
0.4,0.3,0.0,0.6,0.44705080145343007
0.3,0.6,0.9,0.7,0.5644181990799463
0.4,1.0,0.9,0.1,0.6667761302069867
1.0,0.4,0.3,0.4,0.756237487384417
0.4,0.0,0.9,1.0,0.44797804295932314
1.0,0.4,0.3,0.6,0.6912681078107271
0.0,0.1,1.0,0.5,0.2541093091006586
0.1,0.6,0.5,0.1,0.1952338253916049
0.4,0.0,1.0,0.3,0.5582056792725772
1.0,0.4,0.4,0.3,0.9135705932938396
0.2,0.3,0.5,0.0,0.44452616502649334
0.7,0.2,0.6,0.2,0.5882713618393645
1.0,0.4,0.5,0.0,0.9715592480064509
0.8,0.5,0.4,0.6,0.5383184453848452
0.2,0.4,0.9,0.7,0.3800464619305131
1.0,0.4,0.5,0.8,0.6912681078107271
0.3,0.3,0.1,0.4,0.2843642501894833
0.7,0.2,0.7,0.1,0.6858364346212993
0.1,0.9,0.5,0.1,0.24635550126447217
0.3,0.3,0.1,0.6,0.2481672163195604
0.3,0.5,0.6,0.3,0.6262262935573921
0.3,0.8,0.4,0.6,0.2894456712968782
0.3,0.6,1.0,0.9,0.4500094409967506
0.8,0.5,0.5,0.9,0.5210321719627904
0.2,0.7,1.0,0.6,0.422653540121542
1.0,0.4,0.7,0.4,0.9484344400135436
0.1,0.4,0.0,0.1,0.042016983116829804
0.3,0.3,0.1,0.8,0.3004710913970961
0.1,0.8,0.1,0.8,0.12239252899000494
0.0,0.2,1.0,0.9,0.33904235258345167
1.0,0.4,0.7,0.8,0.756237487384417
0.4,0.3,0.2,0.2,0.5444653836660591
0.5,0.5,0.9,1.0,0.517040217389804
0.5,0.5,1.0,0.2,0.6827504904791283
0.7,0.2,0.8,0.4,0.6858364346212993
0.3,0.5,0.6,0.9,0.37516525550002766
0.4,0.3,0.2,0.6,0.4887152555949719
1.0,0.4,0.9,0.6,0.9484344400135436
0.3,0.3,0.2,0.3,0.3809550188622121
0.2,0.4,1.0,0.9,0.37002894016656496
1.0,0.4,1.0,0.3,0.9715592480064509
0.5,0.5,1.0,0.9,0.438173880555917
0.2,0.4,0.1,0.9,0.2861824330464042
0.2,0.9,1.0,0.2,0.407475978849048
0.1,0.5,0.2,0.0,0.06402956245921324
0.2,0.5,0.0,0.3,0.2731926889332452
1.0,0.5,0.1,0.4,0.685342522316562
0.5,0.0,0.2,0.2,0.5327999836940414
0.5,0.6,0.0,0.9,0.317728180657787
0.3,0.7,0.1,0.3,0.5078521455349078
0.4,0.1,0.2,0.2,0.49150533706366994
1.0,0.5,0.1,1.0,0.6621944899906704
0.2,0.3,0.6,0.5,0.3641677539323123
0.8,0.5,0.9,0.7,0.6023516205403815
0.4,0.1,0.2,0.4,0.3832955390391808
0.0,0.2,0.3,0.2,0.26910203312866565
0.1,0.8,0.9,0.5,0.2648102210301287
1.0,0.5,0.2,0.7,0.6680562488945073
0.5,0.6,0.1,0.4,0.49510259583656424
0.8,0.5,1.0,0.2,0.6534995538347715
0.1,0.1,0.7,0.3,0.9145131969682626
1.0,0.5,0.3,0.0,0.8972586291343622
0.5,0.6,0.1,0.6,0.36050613817764676
1.0,0.5,0.3,0.6,0.685342522316562
0.5,0.6,0.1,1.0,0.3418864273701209
0.0,0.1,0.7,0.5,0.062238119935881554
0.1,0.3,0.8,0.1,0.062238119935881554
0.3,0.5,0.8,0.5,0.5429673194744192
0.7,0.3,0.1,0.0,0.6170296369728246
0.7,0.3,0.1,0.2,0.5820924288570983
0.0,0.4,0.4,0.1,0.6116425849563145
0.3,0.7,0.2,0.6,0.4831008116973762
0.2,0.6,0.6,0.3,0.29701738185579635
0.2,0.3,0.7,0.2,0.44452616502649334
0.5,0.6,0.3,0.0,0.6346526531433354
0.1,0.4,0.7,0.1,0.13002944933567137
0.3,0.3,0.4,0.6,0.3296683539167797
0.5,0.6,0.3,0.6,0.37139441893851705
0.1,1.0,0.4,0.2,0.2958376668119
0.2,0.5,0.1,0.8,0.22146785109446743
0.4,0.3,0.6,0.0,0.6774802587031759
0.3,0.3,0.5,0.1,0.5278665311051285
0.0,0.9,0.0,0.8,0.4882392987610528
0.5,0.0,0.5,0.9,0.35397284016583996
0.4,0.1,0.4,1.0,0.3112771828860698
0.4,0.3,0.6,0.6,0.5444653836660591
0.4,0.1,0.5,0.1,0.5515022017399863
0.2,0.3,0.8,0.1,0.4208806671950883
0.7,0.3,0.5,0.0,0.6796215873329255
0.3,0.8,0.9,0.1,0.46696644321413705
0.2,0.5,0.2,0.5,0.2731926889332452
0.2,0.6,0.7,1.0,0.314494074046178
0.8,0.6,0.9,0.0,0.6774802587031759
0.3,0.6,0.0,0.5,0.40685153388521067
0.4,0.1,0.6,0.2,0.5957351989508753
0.2,0.5,0.2,0.9,0.22146785109446743
0.8,0.6,0.9,1.0,0.5452836464308682
0.0,0.4,0.1,0.1,0.3298372224345534
0.5,0.6,0.6,0.9,0.49510259583656424
0.2,0.4,0.5,0.9,0.2962428167436402
0.3,0.6,0.1,0.1,0.42209322286374923
0.2,0.3,0.9,0.0,0.4445799426460681
0.5,0.6,0.7,0.4,0.6346526531433354
0.2,0.3,0.9,0.2,0.434297517580092
0.2,0.6,0.9,0.6,0.321971481219284
0.7,0.3,0.8,0.9,0.5820924288570983
0.1,0.8,0.8,0.2,0.2828606693626184
0.7,0.3,0.9,0.4,0.5820565145509907
0.2,0.5,0.3,1.0,0.22146785109446743
0.4,0.3,0.9,0.9,0.5444653836660591
0.2,0.3,0.9,0.8,0.4025376566708068
0.3,0.3,0.8,0.3,0.4417030554259673
0.8,0.7,0.3,0.5,0.5199298006606177
0.2,0.5,0.4,0.3,0.35765191853702033
0.4,0.1,0.8,0.8,0.522680740252469
0.7,0.4,0.0,0.0,0.5811029650680193
0.2,0.3,1.0,0.1,0.4445799426460681
0.8,0.7,0.4,1.0,0.5040003922371017
0.1,0.4,0.4,0.8,0.07243243618305961
0.3,0.3,0.9,0.2,0.5515043615643422
0.3,0.6,0.3,0.5,0.4188533180243986
0.5,0.6,1.0,0.9,0.4075898000763698
0.8,0.7,0.6,0.2,0.6398120775458827
0.2,0.3,1.0,0.7,0.4208806671950883
0.3,0.1,0.7,0.9,0.2891138268103959
0.3,0.3,1.0,0.2,0.4423184182491007
0.7,0.4,0.3,0.1,0.5214996638516044
0.4,0.4,0.1,1.0,0.43506754905601336
0.5,0.1,0.2,0.1,0.5371648793011347
0.3,0.6,0.4,0.7,0.34841371960359374
0.2,0.4,0.0,0.5,0.2913965546581185
0.8,0.7,0.8,0.8,0.5485669989338098
0.4,0.1,1.0,1.0,0.5599273169822203
0.0,0.4,0.1,0.5,0.3745915055602415
0.2,0.4,0.0,0.9,0.2722693011632432
0.4,0.2,0.0,0.3,0.3776992637217307
0.7,0.4,0.4,0.2,0.6162665144142778
0.2,0.5,0.5,0.8,0.31255407643460653
0.8,0.7,0.9,0.5,0.6398120775458827
0.5,0.7,0.2,0.4,0.5110320042600802
0.2,0.4,0.1,0.1,0.3211973602783465
0.8,0.7,1.0,0.0,0.6827504904791281
0.4,0.2,0.1,0.0,0.5012937437445778
0.1,0.6,0.1,0.7,0.10309374826688515
0.0,1.0,0.9,1.0,0.5009888484593963
0.5,0.7,0.2,1.0,0.30683989989691685
0.2,0.5,0.6,0.1,0.5287743292303747
0.7,0.4,0.5,0.5,0.49674328571822124
0.0,0.0,0.4,0.5,0.27613988409946977
0.3,0.4,0.0,0.7,0.306839899896917
0.1,0.7,0.4,0.8,0.16197892827227497
0.2,0.5,0.6,0.5,0.35765191853702033
0.4,0.2,0.2,0.3,0.39685993562312294
0.1,0.8,0.6,0.8,0.1230424741372577
0.8,0.8,0.2,0.3,0.5395833031806804
0.1,0.5,0.5,0.8,0.06837786071307672
0.1,0.4,0.2,0.0,0.06033043482613167
0.0,0.0,0.1,0.3,0.37459150556024146
0.1,1.0,0.3,1.0,0.18643372143767029
0.2,0.5,0.0,0.1,0.3626586047227137
0.5,0.7,0.4,0.8,0.49510259583656424
0.1,0.6,0.4,0.9,0.11989546728709871
0.5,0.7,0.5,0.1,0.538745314241001
0.3,0.4,0.1,0.6,0.30945037598350617
0.1,0.9,0.3,0.3,0.2127415644746641
0.2,0.4,0.2,0.9,0.23196010767810138
0.3,0.4,0.1,0.8,0.32759955042458816
0.2,0.7,0.3,0.1,0.3126889898509945
0.3,0.6,0.7,0.7,0.47853083508646377
0.8,0.8,0.6,0.3,0.5938687092172762
0.0,0.1,1.0,0.8,0.2296549467633244
0.1,0.6,0.7,0.9,0.08378993282227021
0.1,0.6,1.0,0.7,0.2104232928412512
0.5,0.7,0.6,0.4,0.5644181990799463
0.3,0.4,0.2,0.3,0.37825104105480545
0.8,0.8,0.7,0.6,0.5485669989338098
0.7,0.4,1.0,0.2,0.576010467266485
0.0,0.7,0.1,0.8,0.4882392987610527
0.2,0.5,0.7,1.0,0.2731926889332452
0.0,0.1,0.7,0.7,0.016681681578583938
0.1,0.3,0.9,1.0,0.016681681578583938
0.5,0.7,0.7,0.3,0.6369819700457481
0.3,0.4,0.2,0.9,0.3177281806577872
0.0,0.9,0.2,0.7,0.4882392987610528
0.5,0.7,0.7,0.5,0.4528664847550448
0.3,0.6,0.8,0.8,0.47853083508646377
0.1,0.5,0.4,0.3,0.03405482712686388
0.4,0.4,0.9,0.2,0.6827504904791283
0.2,0.5,0.8,0.3,0.5287743292303747
0.5,0.7,0.8,0.0,0.551504361564342
0.7,0.5,0.1,0.0,0.5811029650680193
0.2,0.4,0.4,0.1,0.29825631548647746
0.3,0.6,0.9,0.3,0.6819797102294796
0.5,0.7,0.8,0.4,0.6369819700457481
0.2,0.7,0.4,0.4,0.386436244711169
0.2,0.4,0.4,0.5,0.3578123426371919
0.1,0.5,0.9,0.3,0.14752654508932778
0.2,0.4,0.4,0.9,0.21323080255810312
0.5,0.7,0.9,0.1,0.5278665311051284
0.1,0.4,0.9,0.2,0.12381464066768476
0.2,0.4,0.5,0.1,0.43112816196952636
0.7,0.5,0.3,0.0,0.6365468585406823
0.2,0.5,0.9,0.0,0.5287743292303747
0.2,0.4,0.5,0.3,0.34310120969078967
0.4,0.2,0.8,0.3,0.5429774886369345
0.8,0.9,0.2,0.8,0.49510259583656435
0.3,0.6,1.0,0.5,0.6453140444272261
0.2,0.5,0.9,0.4,0.5287743292303747
0.0,0.5,0.3,0.5,0.37459150556024146
0.5,0.7,1.0,0.8,0.44071002218189903
0.7,0.5,0.4,0.7,0.5038968984593325
0.0,0.3,0.2,0.5,0.2783311759969218
0.5,0.8,0.0,0.1,0.5110320042600802
0.1,0.0,0.0,0.9,0.44121686803515137
0.1,0.9,0.9,0.0,0.37182957320663684
0.3,0.2,0.2,0.6,0.2900041561312832
0.4,0.2,0.9,0.8,0.5324773195420474
0.3,0.4,0.5,0.2,0.509376829535582
0.2,0.5,0.3,0.0,0.4486782547380656
0.8,0.9,0.5,0.3,0.5644181990799463
0.2,0.7,0.5,0.9,0.22251148866914766
0.7,0.5,0.5,1.0,0.50071703973416
0.3,0.7,0.0,0.6,0.32149901721929774
0.0,0.7,0.2,0.3,0.3873410552585851
0.2,0.5,1.0,0.1,0.5287743292303747
0.4,0.3,0.0,0.0,0.43180269492981066
0.5,0.8,0.1,0.4,0.49510259583656424
0.3,0.0,0.4,0.1,0.3871119160377202
0.3,0.7,0.1,0.1,0.47853083508646377
0.5,0.2,0.1,0.5,0.3957517941110546
0.2,0.4,0.7,0.1,0.3435327798895203
0.5,0.8,0.2,0.5,0.37139441893851705
0.1,0.5,0.8,0.1,0.13274193759861655
0.7,0.5,0.8,0.5,0.6365468585406823
0.2,0.5,1.0,0.9,0.35765191853702033
0.2,0.4,0.7,0.5,0.2897923675322984
0.7,0.5,0.8,0.7,0.482866309263272
0.3,0.4,0.7,0.0,0.570843236613064
0.4,0.3,0.1,0.7,0.2617292235515216
0.2,0.6,0.0,0.5,0.2315282347917034
0.5,0.8,0.3,1.0,0.4831008116973762
0.8,0.9,1.0,0.8,0.5644181990799463
0.3,0.4,0.7,0.4,0.40486152239869455
0.1,1.0,0.3,0.5,0.16263841815834254
0.2,0.7,0.7,0.7,0.3066624671128202
0.4,0.3,0.2,0.8,0.32107305419702714
0.3,0.7,0.3,0.3,0.47853083508646377
0.1,0.4,0.6,0.8,0.042016983116829804
0.0,0.3,0.1,0.4,0.28453694720649475
0.8,1.0,0.3,0.1,0.5644181990799463
0.2,0.5,0.5,0.2,0.4486782547380656
0.7,0.6,0.1,0.3,0.5199298006606177
0.2,0.7,0.8,0.2,0.5095927196696953
0.1,0.0,0.1,0.8,0.44121686803515137
0.5,0.8,0.6,0.1,0.49581584667160267
0.7,0.6,0.2,0.0,0.6001697938195626
0.4,0.3,0.3,0.7,0.362737508338569
0.2,0.4,0.9,0.5,0.461660671443653
0.7,0.6,0.2,0.6,0.5040003922371017
0.8,1.0,0.5,0.5,0.5520787636753366
0.1,1.0,0.8,0.5,0.2162756534693717
0.3,0.7,0.4,0.4,0.47853083508646377
0.3,0.4,0.9,0.0,0.5360496062104416
0.4,0.3,0.4,0.2,0.5040827996095856
0.2,0.4,0.9,0.9,0.3211973602783465
0.1,0.6,0.0,0.8,0.1276551129795702
0.2,0.0,0.3,0.2,0.4257012462747965
0.0,0.3,0.1,0.5,0.3260581262608033
0.7,0.6,0.4,0.0,0.6539005794386571
0.3,0.7,0.4,1.0,0.3651870797436689
0.2,0.6,0.3,0.1,0.37002894016656496
0.1,0.7,0.9,0.1,0.21887798752650295
0.8,1.0,0.8,0.1,0.6534374334880049
0.2,0.4,1.0,0.5,0.5229576779325671
0.0,0.3,0.2,0.9,0.2783311759969218
0.2,0.6,0.3,0.5,0.28519447307243334
0.3,0.4,1.0,0.2,0.4423184182491007
0.8,1.0,0.9,0.9,0.5520787636753366
0.5,0.8,0.9,0.0,0.7152523945797363
0.4,0.3,0.5,0.9,0.3568445807565139
0.1,0.9,0.8,0.1,0.3288530875578247
0.5,0.8,0.9,0.4,0.6254434657619022
0.7,0.6,0.6,0.4,0.6001697938195626
0.1,0.4,0.3,1.0,0.02383673690387537
0.0,0.7,0.3,0.2,0.4139158292382585
0.2,0.5,0.0,0.7,0.2722693011632432
0.3,0.7,0.6,0.6,0.47853083508646377
0.5,0.8,1.0,0.5,0.472178016212389
0.9,0.0,0.2,0.5,0.535210455543744
0.2,0.5,0.7,0.4,0.4486782547380656
0.2,0.5,0.0,0.9,0.22846738059851507
0.0,0.1,0.2,0.1,0.6037501296905202
0.3,0.7,0.7,0.1,0.5623992346371214
0.1,0.7,1.0,0.1,0.20646379237550308
0.4,0.3,0.7,0.7,0.4006272917410115
0.0,0.5,0.4,0.4,0.3873410552585851
0.9,0.0,0.4,0.9,0.5124073271246282
0.7,0.6,0.9,0.5,0.5450452269832091
0.2,0.5,0.1,0.4,0.17054133722523374
0.4,0.3,0.8,0.2,0.5462341297883898
0.2,0.5,0.1,0.6,0.24709731440587893
0.5,0.9,0.1,0.9,0.4831008116973762
0.3,0.0,1.0,0.5,0.3871119160377202
0.4,0.3,0.8,0.8,0.4462287278613122
0.2,0.5,0.1,1.0,0.25302665191962403
0.0,0.5,0.0,0.7,0.303851146010444
0.1,0.6,0.7,0.5,0.15188149635434145
0.2,0.6,0.6,0.5,0.354354381780814
0.4,0.3,0.9,0.1,0.5462341297883898
0.2,0.8,0.1,0.4,0.34003760920416326
0.9,0.0,0.8,0.1,0.713216310623307
0.3,0.7,0.8,0.8,0.3953416869673154
0.2,0.5,0.8,0.9,0.3626586047227137
0.5,0.9,0.3,0.3,0.40700986939461514
0.9,0.0,0.9,0.4,0.713216310623307
0.0,0.0,0.1,0.5,0.4882392987610527
0.0,0.2,0.0,0.1,0.11989546728709871
0.1,0.7,0.5,0.2,0.18169264838831295
0.2,0.8,0.2,0.3,0.2535069155465804
0.2,0.6,0.7,0.5,0.37002894016656496
0.3,0.7,0.9,0.9,0.47853083508646377
0.1,0.7,0.2,0.5,0.13611772562736615
0.1,0.5,0.0,0.3,0.07243243618305961
0.9,0.1,0.1,0.4,0.5532146958915156
0.1,0.5,0.2,0.5,0.07401907496608014
0.2,0.5,0.3,0.2,0.22749220568252607
0.3,0.7,1.0,0.5,0.5440416976488278
0.4,0.0,0.0,0.3,0.26065031643821457
0.2,0.6,0.8,0.5,0.3800464619305131
0.7,0.7,0.5,0.8,0.42030351641046154
0.4,0.4,0.1,0.4,0.365025610438696
0.5,0.3,0.4,0.3,0.48156125836171115
0.1,0.9,0.7,0.0,0.2906864341452815
0.5,0.9,0.6,0.8,0.39948028993517876
0.1,0.9,1.0,0.9,0.1922730507632371
0.9,0.1,0.3,1.0,0.5304115674723999
0.5,0.9,0.7,0.9,0.387323827362033
0.0,0.3,0.8,1.0,0.3045626913308352
0.7,0.7,0.8,0.3,0.54572115142887
0.5,0.9,0.8,0.4,0.5644181990799463
0.4,0.4,0.3,0.6,0.3771820730118418
0.9,0.1,0.6,0.7,0.6208107932582437
0.5,0.9,0.8,0.8,0.38337203893540134
0.3,0.8,0.1,0.7,0.40685153388521067
0.2,0.5,0.4,0.7,0.17392675728720047
0.3,0.5,0.5,0.8,0.3705068362876531
0.4,0.4,0.4,0.3,0.44526001424754025
0.9,0.1,0.7,0.8,0.6208107932582437
0.0,0.2,0.7,0.3,0.3049427445898025
0.5,0.9,0.9,0.5,0.5644181990799463
0.4,0.4,0.4,0.7,0.359132682856641
0.3,0.8,0.2,0.2,0.45884479305388165
0.3,0.3,0.3,0.4,0.263234111533231
0.2,0.5,0.5,0.0,0.45172241067054547
0.2,0.7,0.0,0.0,0.3284834848581226
0.2,0.6,0.1,0.3,0.3499090550243702
0.0,0.7,0.4,0.3,0.5275636224390696
0.1,0.8,0.8,0.5,0.13068949342401803
0.1,0.5,1.0,0.5,0.11005810435819226
0.5,0.9,1.0,0.4,0.6339707129670388
0.3,0.5,0.6,0.7,0.33309930482354233
0.2,0.5,0.5,0.4,0.28724354910371513
0.2,0.7,0.0,0.5,0.22207127801696763
0.2,0.5,0.5,0.6,0.3578123426371919
0.2,0.8,0.7,0.0,0.3376993911123891
0.3,0.8,0.3,0.3,0.45884479305388165
0.1,0.4,0.8,0.8,0.04064439279354951
0.3,0.5,0.7,0.4,0.41942504217448434
0.5,1.0,0.1,0.4,0.5078521455349078
0.3,0.8,0.3,0.9,0.40685153388521067
0.4,0.0,0.6,0.7,0.3080165793559445
0.4,0.4,0.7,0.6,0.46889784470675394
0.9,0.2,0.1,0.8,0.5449622349669444
0.9,0.2,0.1,1.0,0.4838321595747035
0.0,0.4,0.7,0.9,0.4119900209488872
0.1,1.0,0.2,0.0,0.2419099981535619
0.2,0.7,0.1,0.6,0.22207127801696763
0.4,0.4,0.9,0.0,0.551504361564342
0.5,1.0,0.3,0.2,0.437632419367206
0.1,0.0,0.4,0.7,0.4512772517323875
0.3,0.8,0.4,1.0,0.40685153388521067
0.5,1.0,0.3,0.6,0.38414396863686057
0.9,0.2,0.4,0.5,0.6692928291175184
0.1,0.5,0.4,0.7,0.07401907496608014
0.5,1.0,0.3,0.8,0.49510259583656424
0.0,0.0,0.1,0.9,0.48823929876105276
0.0,0.2,0.3,1.0,0.20664544454906977
0.1,0.9,0.5,0.8,0.14640647584014121
0.4,0.4,0.9,0.8,0.43772244151795475
0.5,1.0,0.4,0.3,0.3923557346885309
0.2,0.5,0.7,0.2,0.43830556028554185
0.2,0.6,0.4,0.1,0.40738391875632857
0.2,0.7,0.2,0.3,0.298547449693277
0.4,0.4,1.0,0.3,0.5421147168780358
0.3,0.5,0.9,0.6,0.5089116925390113
0.1,0.6,0.3,0.2,0.09754629439197449
0.3,0.8,0.6,0.0,0.5440416976488278
0.5,1.0,0.5,0.3,0.5615611553216521
0.1,1.0,0.2,0.9,0.18966097467501017
0.5,1.0,0.5,0.6,0.387323827362033
0.1,0.4,0.5,0.9,0.016681681578583938
0.3,0.8,0.6,0.6,0.45884479305388165
0.5,1.0,0.6,0.6,0.40700986939461514
0.5,1.0,0.6,0.8,0.5110320042600802
0.7,0.8,0.9,0.1,0.5905833874783986
0.9,0.2,0.9,0.6,0.6933002717328102
0.2,0.7,0.3,0.4,0.298547449693277
0.5,0.4,0.3,0.7,0.39183083987957484
0.5,1.0,0.7,0.7,0.38337203893540134
0.0,0.5,0.5,0.9,0.35803476735845025
0.3,0.8,0.7,0.7,0.3756556449347333
0.2,0.6,0.6,0.1,0.5098265087836126
0.3,0.6,0.0,0.8,0.29776972814012126
0.5,1.0,0.8,0.4,0.44071002218189903
0.1,0.8,0.4,0.5,0.17360096695289193
0.2,0.9,0.0,0.6,0.24150513140739233
0.7,0.9,0.0,0.5,0.4107429164867665
0.9,0.3,0.1,0.6,0.5220340068900967
0.2,0.7,0.4,0.1,0.37002894016656496
0.3,0.6,0.1,0.3,0.3325665628269199
0.3,0.3,0.9,0.4,0.49155854190936016
0.9,0.3,0.3,0.4,0.5899404142577693
0.5,1.0,1.0,0.1,0.7068458546078805
0.2,0.5,0.9,0.6,0.38243415862771674
0.1,0.0,0.5,0.8,0.4512772517323875
0.5,1.0,1.0,0.8,0.4772014759718543
0.2,0.7,0.4,0.9,0.22207127801696763
0.3,0.8,0.9,0.3,0.5440416976488278
0.3,0.6,0.2,0.2,0.3263485091454023
0.2,0.0,0.2,0.7,0.16271194761663776
0.0,0.4,0.8,0.9,0.4119900209488872
0.6,0.0,0.1,0.0,0.5582056792725772
0.2,0.5,0.9,1.0,0.3578123426371919
0.2,0.7,0.5,0.2,0.37002894016656496
0.3,0.8,0.9,0.9,0.45884479305388165
0.0,0.3,0.4,0.2,0.3667314034103587
0.1,0.5,0.8,0.9,0.049818430567836934
0.2,0.5,1.0,0.3,0.3438769441823888
0.1,0.6,1.0,0.1,0.1705011970176588
0.2,0.7,0.5,0.6,0.298547449693277
0.1,0.5,0.2,0.4,0.042016983116829804
0.0,0.7,0.5,0.6,0.5009888484593963
0.9,0.3,0.7,1.0,0.5379634153136127
0.6,0.0,0.3,0.9,0.4512772517323875
0.1,0.7,1.0,0.8,0.1636698407361829
0.2,0.6,0.0,0.1,0.2828813844384005
0.7,0.9,0.7,0.6,0.4433840931087293
0.0,0.2,0.0,0.7,0.08837281040555443
0.1,0.7,0.2,0.3,0.07980497365454328
0.6,0.0,0.5,0.7,0.535210455543744
0.9,0.4,0.0,0.7,0.5255732256293314
0.6,0.0,0.6,0.1,0.5582056792725772
0.0,0.0,0.4,0.9,0.18299779050261253
0.2,0.9,0.3,0.5,0.23780667243145612
0.1,0.7,0.5,0.3,0.14623571033175606
0.2,0.6,1.0,0.1,0.5480139880916629
0.3,0.2,0.0,0.6,0.2523725398953488
0.2,0.6,0.1,0.1,0.18984954357730194
0.6,0.0,0.7,0.2,0.6156512378413724
0.3,0.6,0.5,0.2,0.3643800246997112
0.2,0.6,0.1,0.2,0.23742458665214497
0.4,0.1,0.6,0.0,0.4327052200339325
0.2,0.7,0.7,0.0,0.5041410999840473
0.2,0.7,0.7,0.1,0.365580967331661
0.0,0.3,0.5,1.0,0.22901020165027233
0.6,0.0,0.7,1.0,0.5306737318200327
0.2,0.6,0.1,0.5,0.25489525669964497
0.4,0.5,0.8,0.0,0.5421147168780358
0.9,0.4,0.3,0.2,0.6410154831450092
0.9,0.4,0.3,0.4,0.5820924288570983
0.6,0.0,0.9,0.0,0.5582056792725772
0.3,0.9,0.2,0.2,0.45884479305388165
0.1,0.9,0.2,0.7,0.08471340385544615
0.2,0.7,0.7,0.8,0.298547449693277
0.2,0.6,0.2,0.1,0.3306797519246621
0.6,0.0,0.9,1.0,0.4928756413648478
0.9,0.4,0.5,0.4,0.6410154831450092
0.2,0.6,0.2,0.5,0.3239941390020211
0.1,1.0,0.6,0.9,0.20574593344681114
0.6,0.1,0.0,0.0,0.6428180130458726
0.6,0.1,0.0,0.2,0.5299963999775701
0.2,0.7,0.1,0.0,0.39500689712678394
0.3,0.9,0.3,0.3,0.4024071808311671
0.9,0.4,0.7,0.0,0.6796215873329255
0.1,0.4,1.0,0.8,0.043522778936457535
0.1,0.6,0.1,0.9,0.09163441492073991
0.1,0.6,0.6,0.8,0.0623819518633162
0.2,0.6,0.3,0.3,0.32262229862386993
0.7,1.0,0.3,0.7,0.3835508815116628
0.9,0.4,0.8,0.3,0.6796215873329255
0.3,0.9,0.4,0.4,0.45884479305388165
0.6,0.1,0.2,0.2,0.48807701726493474
0.1,0.9,1.0,0.8,0.22851216719015982
0.2,0.6,0.3,0.9,0.16855467867893997
0.9,0.4,1.0,1.0,0.5973184299959418
0.2,0.6,0.4,0.5,0.19514391327845582
0.2,0.6,0.4,0.9,0.2913965546581185
0.4,0.1,1.0,0.6,0.4327052200339325
0.2,0.0,0.1,0.9,0.17213532852726077
0.1,0.5,0.6,0.9,0.07243243618305961
0.6,0.1,0.4,0.4,0.5339626605904247
0.6,0.1,0.5,0.1,0.5309633865187134
0.2,0.7,1.0,0.3,0.5041410999840473
0.2,0.9,0.7,0.3,0.27115798033093674
0.1,0.0,0.7,0.8,0.4512772517323875
0.9,0.5,0.3,0.8,0.5210321719627904
0.2,0.6,0.5,0.9,0.25489525669964497
